Zeit;Verbrauch
2023-05-28 00:00:00;0,0
2023-05-28 01:00:00;0,0
2023-05-28 02:00:00;0,0
2023-05-28 03:00:00;0,0
2023-05-28 04:00:00;0
2023-05-28 05:00:00;0,13
2023-05-28 06:00:00;0,34
2023-05-28 07:00:00;0,63
2023-05-28 08:00:00;1,72
2023-05-28 09:00:00;1,83
2023-05-28 10:00:00;1,85
2023-05-28 11:00:00;2,29
2023-05-28 12:00:00;3,04
2023-05-28 13:00:00;2,65
2023-05-28 14:00:00;2,3
2023-05-28 15:00:00;1,64
2023-05-28 16:00:00;1,32
2023-05-28 17:00:00;0,74
2023-05-28 18:00:00;0,22
2023-05-28 19:00:00;0,08
2023-05-28 20:00:00;0,0
2023-05-28 21:00:00;0,0
2023-05-28 22:00:00;0,0
2023-05-28 23:00:00;0,0
