Zeit;Verbrauch
2024-09-02 00:00:00;0,0
2024-09-02 01:00:00;0,0
2024-09-02 02:00:00;0,0
2024-09-02 03:00:00;0,0
2024-09-02 04:00:00;0,0
2024-09-02 05:00:00;0
2024-09-02 06:00:00;0,395
2024-09-02 07:00:00;0,049
2024-09-02 08:00:00;0,811
2024-09-02 09:00:00;1,61
2024-09-02 10:00:00;0
2024-09-02 11:00:00;0,115
2024-09-02 12:00:00;0,43
2024-09-02 13:00:00;0
2024-09-02 14:00:00;0
2024-09-02 15:00:00;0
2024-09-02 16:00:00;0
2024-09-02 17:00:00;0
2024-09-02 18:00:00;0
2024-09-02 19:00:00;16,736
2024-09-02 20:00:00;0,0
2024-09-02 21:00:00;0,0
2024-09-02 22:00:00;0,0
2024-09-02 23:00:00;0,0
