Zeit;Verbrauch
2024-09-23 00:00:00;0,0
2024-09-23 01:00:00;0,0
2024-09-23 02:00:00;0,0
2024-09-23 03:00:00;0,0
2024-09-23 04:00:00;0,0
2024-09-23 05:00:00;0
2024-09-23 06:00:00;0,006
2024-09-23 07:00:00;0,2
2024-09-23 08:00:00;0,72
2024-09-23 09:00:00;1,61
2024-09-23 10:00:00;1,86
2024-09-23 11:00:00;2,25
2024-09-23 12:00:00;2,14
2024-09-23 13:00:00;1,03
2024-09-23 14:00:00;0,7
2024-09-23 15:00:00;0,31
2024-09-23 16:00:00;0,14
2024-09-23 17:00:00;0,07
2024-09-23 18:00:00;0,0
2024-09-23 19:00:00;0,0
2024-09-23 20:00:00;0,0
2024-09-23 21:00:00;0,0
2024-09-23 22:00:00;0,0
2024-09-23 23:00:00;0,0
