Zeit;Verbrauch
2024-09-20 00:00:00;0,0
2024-09-20 01:00:00;0,0
2024-09-20 02:00:00;0,0
2024-09-20 03:00:00;0,0
2024-09-20 04:00:00;0,0
2024-09-20 05:00:00;0
2024-09-20 06:00:00;0,077
2024-09-20 07:00:00;0,47
2024-09-20 08:00:00;0,46
2024-09-20 09:00:00;2,22
2024-09-20 10:00:00;2,74
2024-09-20 11:00:00;2,48
2024-09-20 12:00:00;2,68
2024-09-20 13:00:00;2,18
2024-09-20 14:00:00;1,55
2024-09-20 15:00:00;1,33
2024-09-20 16:00:00;0,54
2024-09-20 17:00:00;0,09
2024-09-20 18:00:00;0,01
2024-09-20 19:00:00;0,0
2024-09-20 20:00:00;0,0
2024-09-20 21:00:00;0,0
2024-09-20 22:00:00;0,0
2024-09-20 23:00:00;0,0
