Zeit;Verbrauch
2018-11-09 00:00:00;0,0
2018-11-09 01:00:00;0,0
2018-11-09 02:00:00;0,0
2018-11-09 03:00:00;0,0
2018-11-09 04:00:00;0,0
2018-11-09 05:00:00;0,0
2018-11-09 06:00:00;0,0
2018-11-09 07:00:00;0,0
2018-11-09 08:00:00;0,0
2018-11-09 09:00:00;0,605
2018-11-09 10:00:00;0,671
2018-11-09 11:00:00;0,649
2018-11-09 12:00:00;0,555
2018-11-09 13:00:00;0,493
2018-11-09 14:00:00;0,511
2018-11-09 15:00:00;0,572
2018-11-09 16:00:00;0,578
2018-11-09 17:00:00;0,522
2018-11-09 18:00:00;0,383
2018-11-09 19:00:00;0,0
2018-11-09 20:00:00;0,0
2018-11-09 21:00:00;0,0
2018-11-09 22:00:00;0,0
2018-11-09 23:00:00;0,0
