Zeit;Verbrauch
2018-10-10 00:00:00;0,0
2018-10-10 01:00:00;0,0
2018-10-10 02:00:00;0,0
2018-10-10 03:00:00;0,0
2018-10-10 04:00:00;0,0
2018-10-10 05:00:00;0,0
2018-10-10 06:00:00;0,0
2018-10-10 07:00:00;0,0
2018-10-10 08:00:00;0,0
2018-10-10 09:00:00;1,378
2018-10-10 10:00:00;1,528
2018-10-10 11:00:00;1,477
2018-10-10 12:00:00;1,263
2018-10-10 13:00:00;1,123
2018-10-10 14:00:00;1,164
2018-10-10 15:00:00;1,303
2018-10-10 16:00:00;1,317
2018-10-10 17:00:00;1,187
2018-10-10 18:00:00;0,871
2018-10-10 19:00:00;0,0
2018-10-10 20:00:00;0,0
2018-10-10 21:00:00;0,0
2018-10-10 22:00:00;0,0
2018-10-10 23:00:00;0,0
