Zeit;Verbrauch
2024-12-14 00:00:00;0,0
2024-12-14 01:00:00;0,0
2024-12-14 02:00:00;0,0
2024-12-14 03:00:00;0,0
2024-12-14 04:00:00;0,0
2024-12-14 05:00:00;0,0
2024-12-14 06:00:00;0,0
2024-12-14 07:00:00;0
2024-12-14 08:00:00;0,018
2024-12-14 09:00:00;0,26
2024-12-14 10:00:00;0,41
2024-12-14 11:00:00;0,66
2024-12-14 12:00:00;0,46
2024-12-14 13:00:00;0,3
2024-12-14 14:00:00;0,19
2024-12-14 15:00:00;0,06
2024-12-14 16:00:00;0,0
2024-12-14 17:00:00;0,0
2024-12-14 18:00:00;0,0
2024-12-14 19:00:00;0,0
2024-12-14 20:00:00;0,0
2024-12-14 21:00:00;0,0
2024-12-14 22:00:00;0,0
2024-12-14 23:00:00;0,0
