Zeit;Verbrauch
2024-12-19 00:00:00;0,0
2024-12-19 01:00:00;0,0
2024-12-19 02:00:00;0,0
2024-12-19 03:00:00;0,0
2024-12-19 04:00:00;0,0
2024-12-19 05:00:00;0,0
2024-12-19 06:00:00;0,0
2024-12-19 07:00:00;0
2024-12-19 08:00:00;0,003
2024-12-19 09:00:00;0,03
2024-12-19 10:00:00;0,11
2024-12-19 11:00:00;0,19
2024-12-19 12:00:00;0,18
2024-12-19 13:00:00;0,2
2024-12-19 14:00:00;0,14
2024-12-19 15:00:00;0,09
2024-12-19 16:00:00;0,01
2024-12-19 17:00:00;0,0
2024-12-19 18:00:00;0,0
2024-12-19 19:00:00;0,0
2024-12-19 20:00:00;0,0
2024-12-19 21:00:00;0,0
2024-12-19 22:00:00;0,0
2024-12-19 23:00:00;0,0
