Zeit;Verbrauch
2017-06-27 00:00:00;0,0
2017-06-27 01:00:00;0,0
2017-06-27 02:00:00;0,0
2017-06-27 03:00:00;0,0
2017-06-27 04:00:00;0,0
2017-06-27 05:00:00;0,0
2017-06-27 06:00:00;0,0
2017-06-27 07:00:00;0,0
2017-06-27 08:00:00;0,0
2017-06-27 09:00:00;2,346
2017-06-27 10:00:00;2,601
2017-06-27 11:00:00;2,515
2017-06-27 12:00:00;2,15
2017-06-27 13:00:00;1,911
2017-06-27 14:00:00;1,981
2017-06-27 15:00:00;2,218
2017-06-27 16:00:00;2,242
2017-06-27 17:00:00;2,022
2017-06-27 18:00:00;1,483
2017-06-27 19:00:00;0,0
2017-06-27 20:00:00;0,0
2017-06-27 21:00:00;0,0
2017-06-27 22:00:00;0,0
2017-06-27 23:00:00;0,0
