Zeit;Verbrauch
2019-03-19 00:00:00;0,0
2019-03-19 01:00:00;0,0
2019-03-19 02:00:00;0,0
2019-03-19 03:00:00;0,0
2019-03-19 04:00:00;0,0
2019-03-19 05:00:00;0,0
2019-03-19 06:00:00;0,0
2019-03-19 07:00:00;0,0
2019-03-19 08:00:00;0,0
2019-03-19 09:00:00;1,448
2019-03-19 10:00:00;1,605
2019-03-19 11:00:00;1,552
2019-03-19 12:00:00;1,327
2019-03-19 13:00:00;1,18
2019-03-19 14:00:00;1,223
2019-03-19 15:00:00;1,369
2019-03-19 16:00:00;1,384
2019-03-19 17:00:00;1,248
2019-03-19 18:00:00;0,915
2019-03-19 19:00:00;0,0
2019-03-19 20:00:00;0,0
2019-03-19 21:00:00;0,0
2019-03-19 22:00:00;0,0
2019-03-19 23:00:00;0,0
