Zeit;Verbrauch
2019-03-27 00:00:00;0,0
2019-03-27 01:00:00;0,0
2019-03-27 02:00:00;0,0
2019-03-27 03:00:00;0,0
2019-03-27 04:00:00;0,0
2019-03-27 05:00:00;0,0
2019-03-27 06:00:00;0,0
2019-03-27 07:00:00;0,0
2019-03-27 08:00:00;0,0
2019-03-27 09:00:00;1,67
2019-03-27 10:00:00;1,851
2019-03-27 11:00:00;1,79
2019-03-27 12:00:00;1,53
2019-03-27 13:00:00;1,36
2019-03-27 14:00:00;1,41
2019-03-27 15:00:00;1,579
2019-03-27 16:00:00;1,596
2019-03-27 17:00:00;1,439
2019-03-27 18:00:00;1,055
2019-03-27 19:00:00;0,0
2019-03-27 20:00:00;0,0
2019-03-27 21:00:00;0,0
2019-03-27 22:00:00;0,0
2019-03-27 23:00:00;0,0
