Zeit;Verbrauch
2023-06-29 00:00:00;0,0
2023-06-29 01:00:00;0,0
2023-06-29 02:00:00;0,0
2023-06-29 03:00:00;0,0
2023-06-29 04:00:00;0
2023-06-29 05:00:00;0,127
2023-06-29 06:00:00;0,089
2023-06-29 07:00:00;1,047
2023-06-29 08:00:00;0,419
2023-06-29 09:00:00;0,134
2023-06-29 10:00:00;0,241
2023-06-29 11:00:00;1,174
2023-06-29 12:00:00;0
2023-06-29 13:00:00;0
2023-06-29 14:00:00;0,794
2023-06-29 15:00:00;0
2023-06-29 16:00:00;0
2023-06-29 17:00:00;0
2023-06-29 18:00:00;0
2023-06-29 19:00:00;18,835
2023-06-29 20:00:00;0,0
2023-06-29 21:00:00;0,0
2023-06-29 22:00:00;0,0
2023-06-29 23:00:00;0,0
