Zeit;Verbrauch
2018-05-07 00:00:00;0,0
2018-05-07 01:00:00;0,0
2018-05-07 02:00:00;0,0
2018-05-07 03:00:00;0,0
2018-05-07 04:00:00;0,0
2018-05-07 05:00:00;0,0
2018-05-07 06:00:00;0,0
2018-05-07 07:00:00;0,0
2018-05-07 08:00:00;0,0
2018-05-07 09:00:00;2,015
2018-05-07 10:00:00;2,234
2018-05-07 11:00:00;2,16
2018-05-07 12:00:00;1,847
2018-05-07 13:00:00;1,642
2018-05-07 14:00:00;1,702
2018-05-07 15:00:00;1,905
2018-05-07 16:00:00;1,925
2018-05-07 17:00:00;1,736
2018-05-07 18:00:00;1,274
2018-05-07 19:00:00;0,0
2018-05-07 20:00:00;0,0
2018-05-07 21:00:00;0,0
2018-05-07 22:00:00;0,0
2018-05-07 23:00:00;0,0
