Zeit;Verbrauch
2024-07-14 00:00:00;0,0
2024-07-14 01:00:00;0,0
2024-07-14 02:00:00;0,0
2024-07-14 03:00:00;0,0
2024-07-14 04:00:00;0
2024-07-14 05:00:00;0,077
2024-07-14 06:00:00;0,3
2024-07-14 07:00:00;0,34
2024-07-14 08:00:00;1,8
2024-07-14 09:00:00;1,58
2024-07-14 10:00:00;1,69
2024-07-14 11:00:00;2,37
2024-07-14 12:00:00;3,48
2024-07-14 13:00:00;3,02
2024-07-14 14:00:00;1,94
2024-07-14 15:00:00;1,38
2024-07-14 16:00:00;0,92
2024-07-14 17:00:00;0,78
2024-07-14 18:00:00;0,35
2024-07-14 19:00:00;0,07
2024-07-14 20:00:00;0,0
2024-07-14 21:00:00;0,0
2024-07-14 22:00:00;0,0
2024-07-14 23:00:00;0,0
