Zeit;Verbrauch
2024-07-07 00:00:00;0,0
2024-07-07 01:00:00;0,0
2024-07-07 02:00:00;0,0
2024-07-07 03:00:00;0,0
2024-07-07 04:00:00;0
2024-07-07 05:00:00;0,0
2024-07-07 06:00:00;0,021
2024-07-07 07:00:00;0,06
2024-07-07 08:00:00;0,2
2024-07-07 09:00:00;0,22
2024-07-07 10:00:00;0,71
2024-07-07 11:00:00;1,41
2024-07-07 12:00:00;2,05
2024-07-07 13:00:00;2,16
2024-07-07 14:00:00;1,96
2024-07-07 15:00:00;1,32
2024-07-07 16:00:00;0,99
2024-07-07 17:00:00;0,58
2024-07-07 18:00:00;0,39
2024-07-07 19:00:00;0,17
2024-07-07 20:00:00;0,0
2024-07-07 21:00:00;0,0
2024-07-07 22:00:00;0,0
2024-07-07 23:00:00;0,0
