Zeit;Verbrauch
2019-01-04 00:00:00;0,0
2019-01-04 01:00:00;0,0
2019-01-04 02:00:00;0,0
2019-01-04 03:00:00;0,0
2019-01-04 04:00:00;0,0
2019-01-04 05:00:00;0,0
2019-01-04 06:00:00;0,0
2019-01-04 07:00:00;0,0
2019-01-04 08:00:00;0,0
2019-01-04 09:00:00;0,385
2019-01-04 10:00:00;0,426
2019-01-04 11:00:00;0,412
2019-01-04 12:00:00;0,352
2019-01-04 13:00:00;0,313
2019-01-04 14:00:00;0,325
2019-01-04 15:00:00;0,364
2019-01-04 16:00:00;0,368
2019-01-04 17:00:00;0,331
2019-01-04 18:00:00;0,243
2019-01-04 19:00:00;0,0
2019-01-04 20:00:00;0,0
2019-01-04 21:00:00;0,0
2019-01-04 22:00:00;0,0
2019-01-04 23:00:00;0,0
