Zeit;Verbrauch
2024-05-03 00:00:00;0,0
2024-05-03 01:00:00;0,0
2024-05-03 02:00:00;0,0
2024-05-03 03:00:00;0,0
2024-05-03 04:00:00;0
2024-05-03 05:00:00;0,004
2024-05-03 06:00:00;0,136
2024-05-03 07:00:00;0,25
2024-05-03 08:00:00;0,356
2024-05-03 09:00:00;0,77
2024-05-03 10:00:00;0,81
2024-05-03 11:00:00;0,51
2024-05-03 12:00:00;0,55
2024-05-03 13:00:00;0,62
2024-05-03 14:00:00;0,64
2024-05-03 15:00:00;0,63
2024-05-03 16:00:00;0,37
2024-05-03 17:00:00;0,27
2024-05-03 18:00:00;0,11
2024-05-03 19:00:00;0,0
2024-05-03 20:00:00;0,0
2024-05-03 21:00:00;0,0
2024-05-03 22:00:00;0,0
2024-05-03 23:00:00;0,0
