Zeit;Verbrauch
2024-05-28 00:00:00;0,0
2024-05-28 01:00:00;0,0
2024-05-28 02:00:00;0,0
2024-05-28 03:00:00;0,0
2024-05-28 04:00:00;0
2024-05-28 05:00:00;0,067
2024-05-28 06:00:00;0,197
2024-05-28 07:00:00;0,51
2024-05-28 08:00:00;1,07
2024-05-28 09:00:00;0
2024-05-28 10:00:00;0,041
2024-05-28 11:00:00;0,854
2024-05-28 12:00:00;0,146
2024-05-28 13:00:00;1,924
2024-05-28 14:00:00;0
2024-05-28 15:00:00;0
2024-05-28 16:00:00;0
2024-05-28 17:00:00;1,462
2024-05-28 18:00:00;0,0
2024-05-28 19:00:00;0,0
2024-05-28 20:00:00;0,0
2024-05-28 21:00:00;0,0
2024-05-28 22:00:00;0,0
2024-05-28 23:00:00;15,427
