Zeit;Verbrauch
2014-04-20 00:00:00;0,0
2014-04-20 01:00:00;0,0
2014-04-20 02:00:00;0,0
2014-04-20 03:00:00;0,0
2014-04-20 04:00:00;0,0
2014-04-20 05:00:00;0,0
2014-04-20 06:00:00;0,0
2014-04-20 07:00:00;0,0
2014-04-20 08:00:00;0,0
2014-04-20 09:00:00;2,537
2014-04-20 10:00:00;2,813
2014-04-20 11:00:00;2,72
2014-04-20 12:00:00;2,325
2014-04-20 13:00:00;2,067
2014-04-20 14:00:00;2,143
2014-04-20 15:00:00;2,399
2014-04-20 16:00:00;2,425
2014-04-20 17:00:00;2,187
2014-04-20 18:00:00;1,604
2014-04-20 19:00:00;0,0
2014-04-20 20:00:00;0,0
2014-04-20 21:00:00;0,0
2014-04-20 22:00:00;0,0
2014-04-20 23:00:00;0,0
