Zeit;Verbrauch
2021-07-06 03:00:00;0,013
2021-07-06 04:00:00;0,062
2021-07-06 05:00:00;0,166
2021-07-06 06:00:00;0,411
2021-07-06 07:00:00;2,438
2021-07-06 08:00:00;2,828
2021-07-06 09:00:00;3,075
2021-07-06 10:00:00;3,317
2021-07-06 11:00:00;2,296
2021-07-06 12:00:00;2,862
2021-07-06 13:00:00;1,308
2021-07-06 14:00:00;0,122
2021-07-06 15:00:00;1,178
2021-07-06 16:00:00;0,599
2021-07-06 17:00:00;0,192
2021-07-06 18:00:00;0,026
