Zeit;Verbrauch
2021-07-14 04:00:00;0,041
2021-07-14 05:00:00;0,144
2021-07-14 06:00:00;0,479
2021-07-14 07:00:00;0,874
2021-07-14 08:00:00;0,896
2021-07-14 09:00:00;0,768
2021-07-14 10:00:00;0,593
2021-07-14 11:00:00;0,359
2021-07-14 12:00:00;1,546
2021-07-14 13:00:00;1,924
2021-07-14 14:00:00;1,996
2021-07-14 15:00:00;0,52
2021-07-14 16:00:00;0,376
2021-07-14 17:00:00;0,241
2021-07-14 18:00:00;0,016
