Zeit;Verbrauch
2025-03-08 00:00:00;0,0
2025-03-08 01:00:00;0,0
2025-03-08 02:00:00;0,0
2025-03-08 03:00:00;0,0
2025-03-08 04:00:00;0,0
2025-03-08 05:00:00;0,0
2025-03-08 06:00:00;0
2025-03-08 07:00:00;0,076
2025-03-08 08:00:00;0,22
2025-03-08 09:00:00;0,87
2025-03-08 10:00:00;2,69
2025-03-08 11:00:00;2,56
2025-03-08 12:00:00;2,6
2025-03-08 13:00:00;2,15
2025-03-08 14:00:00;1,58
2025-03-08 15:00:00;1,28
2025-03-08 16:00:00;0,52
2025-03-08 17:00:00;0,08
2025-03-08 18:00:00;0,01
2025-03-08 19:00:00;0,0
2025-03-08 20:00:00;0,0
2025-03-08 21:00:00;0,0
2025-03-08 22:00:00;0,0
2025-03-08 23:00:00;0,0
