Datum;Kostal
2024-04-01;0,04
2024-04-02;0,002
2024-04-03;0,028
2024-04-04;0,018
2024-04-05;0,024
2024-04-06;0,012
2024-04-07;0,015
2024-04-08;0,015
2024-04-09;0,012
2024-04-10;0,013
2024-04-11;0,03
2024-04-12;0,004
2024-04-13;0,018
2024-04-14;0,04
2024-04-15;0,039
2024-04-16;0,004
2024-04-17;0,033
2024-04-18;0,038
2024-04-19;0,033
