entity_id,state,last_changed
sensor.kostal_kwh,1.675,2026-07-10T14:32:29.351Z
sensor.kostal_kwh,1.667,2026-07-10T14:33:29.662Z
sensor.kostal_kwh,1.663,2026-07-10T14:34:30.049Z
sensor.kostal_kwh,1.657,2026-07-10T14:35:30.368Z
sensor.kostal_kwh,1.643,2026-07-10T14:36:30.676Z
sensor.kostal_kwh,1.641,2026-07-10T14:37:31.091Z
sensor.kostal_kwh,1.6340000000000001,2026-07-10T14:38:31.406Z
sensor.kostal_kwh,1.623,2026-07-10T14:39:31.719Z
sensor.kostal_kwh,1.622,2026-07-10T14:40:32.111Z
sensor.kostal_kwh,1.62,2026-07-10T14:41:32.425Z
sensor.kostal_kwh,1.611,2026-07-10T14:42:32.813Z
sensor.kostal_kwh,1.608,2026-07-10T14:43:33.129Z
sensor.kostal_kwh,1.605,2026-07-10T14:44:33.433Z
sensor.kostal_kwh,1.595,2026-07-10T14:45:33.837Z
sensor.kostal_kwh,1.596,2026-07-10T14:46:34.158Z
sensor.kostal_kwh,1.595,2026-07-10T14:47:34.477Z
sensor.kostal_kwh,1.583,2026-07-10T14:48:34.820Z
sensor.kostal_kwh,1.575,2026-07-10T14:51:35.822Z
sensor.kostal_kwh,1.568,2026-07-10T14:52:36.139Z
sensor.kostal_kwh,1.569,2026-07-10T14:53:36.549Z
sensor.kostal_kwh,1.564,2026-07-10T14:54:36.865Z
sensor.kostal_kwh,1.56,2026-07-10T14:55:37.182Z
sensor.kostal_kwh,1.563,2026-07-10T14:56:37.538Z
sensor.kostal_kwh,1.557,2026-07-10T14:57:42.859Z
sensor.kostal_kwh,1.545,2026-07-10T14:58:43.269Z
sensor.kostal_kwh,1.548,2026-07-10T14:59:43.579Z
sensor.kostal_kwh,1.544,2026-07-10T15:00:43.875Z
sensor.kostal_kwh,1.542,2026-07-10T15:01:44.246Z
sensor.kostal_kwh,1.538,2026-07-10T15:02:44.551Z
sensor.kostal_kwh,1.5310000000000001,2026-07-10T15:05:45.572Z
sensor.kostal_kwh,1.534,2026-07-10T15:06:50.994Z
sensor.kostal_kwh,1.539,2026-07-10T15:07:51.308Z
sensor.kostal_kwh,1.538,2026-07-10T15:08:51.616Z
sensor.kostal_kwh,1.5290000000000001,2026-07-10T15:09:52.015Z
sensor.kostal_kwh,1.5330000000000001,2026-07-10T15:10:57.328Z
sensor.kostal_kwh,1.534,2026-07-10T15:12:02.750Z
sensor.kostal_kwh,1.537,2026-07-10T15:13:03.073Z
sensor.kostal_kwh,1.5250000000000001,2026-07-10T15:14:03.389Z
sensor.kostal_kwh,1.5270000000000001,2026-07-10T15:15:03.760Z
sensor.kostal_kwh,1.522,2026-07-10T15:16:04.081Z
sensor.kostal_kwh,1.524,2026-07-10T15:18:04.766Z
sensor.kostal_kwh,1.5270000000000001,2026-07-10T15:19:05.073Z
sensor.kostal_kwh,1.5290000000000001,2026-07-10T15:20:05.473Z
sensor.kostal_kwh,1.5250000000000001,2026-07-10T15:21:05.783Z
sensor.kostal_kwh,1.518,2026-07-10T15:22:06.111Z
sensor.kostal_kwh,1.528,2026-07-10T15:23:06.481Z
sensor.kostal_kwh,1.5250000000000001,2026-07-10T15:24:06.786Z
sensor.kostal_kwh,1.524,2026-07-10T15:25:07.095Z
sensor.kostal_kwh,1.5170000000000001,2026-07-10T15:26:07.474Z
sensor.kostal_kwh,1.5130000000000001,2026-07-10T15:27:07.789Z
sensor.kostal_kwh,1.5150000000000001,2026-07-10T15:28:08.205Z
sensor.kostal_kwh,1.512,2026-07-10T15:29:08.522Z
sensor.kostal_kwh,1.502,2026-07-10T15:30:08.829Z
sensor.kostal_kwh,1.5110000000000001,2026-07-10T15:31:09.214Z
sensor.kostal_kwh,1.499,2026-07-10T15:33:09.846Z
sensor.kostal_kwh,1.5050000000000001,2026-07-10T15:34:10.209Z
sensor.kostal_kwh,1.499,2026-07-10T15:35:10.521Z
sensor.kostal_kwh,1.492,2026-07-10T15:36:10.925Z
sensor.kostal_kwh,1.496,2026-07-10T15:37:11.237Z
sensor.kostal_kwh,1.494,2026-07-10T15:38:11.554Z
sensor.kostal_kwh,1.488,2026-07-10T15:39:11.937Z
sensor.kostal_kwh,1.489,2026-07-10T15:40:12.486Z
sensor.kostal_kwh,1.495,2026-07-10T15:41:12.862Z
sensor.kostal_kwh,1.49,2026-07-10T15:42:13.183Z
sensor.kostal_kwh,1.486,2026-07-10T15:43:18.492Z
sensor.kostal_kwh,1.489,2026-07-10T15:44:18.839Z
sensor.kostal_kwh,1.49,2026-07-10T15:45:19.149Z
sensor.kostal_kwh,1.487,2026-07-10T15:46:19.568Z
sensor.kostal_kwh,1.484,2026-07-10T15:47:19.872Z
sensor.kostal_kwh,1.478,2026-07-10T15:48:20.191Z
sensor.kostal_kwh,1.477,2026-07-10T15:49:20.577Z
sensor.kostal_kwh,1.472,2026-07-10T15:50:20.881Z
sensor.kostal_kwh,1.47,2026-07-10T15:51:21.192Z
sensor.kostal_kwh,1.462,2026-07-10T15:52:21.555Z
sensor.kostal_kwh,1.459,2026-07-10T15:53:21.873Z
sensor.kostal_kwh,1.462,2026-07-10T15:54:22.294Z
sensor.kostal_kwh,1.455,2026-07-10T15:55:22.602Z
sensor.kostal_kwh,1.451,2026-07-10T15:56:22.913Z
sensor.kostal_kwh,1.454,2026-07-10T15:57:24.487Z
sensor.kostal_kwh,1.448,2026-07-10T15:58:23.606Z
sensor.kostal_kwh,1.442,2026-07-10T15:59:23.902Z
sensor.kostal_kwh,1.441,2026-07-10T16:00:24.266Z
sensor.kostal_kwh,1.434,2026-07-10T16:01:24.569Z
sensor.kostal_kwh,1.432,2026-07-10T16:02:25.514Z
sensor.kostal_kwh,1.43,2026-07-10T16:03:25.261Z
sensor.kostal_kwh,1.423,2026-07-10T16:04:25.577Z
sensor.kostal_kwh,1.422,2026-07-10T16:05:25.937Z
sensor.kostal_kwh,1.423,2026-07-10T16:06:26.256Z
sensor.kostal_kwh,1.413,2026-07-10T16:07:26.633Z
sensor.kostal_kwh,1.416,2026-07-10T16:08:26.959Z
sensor.kostal_kwh,1.411,2026-07-10T16:09:27.279Z
sensor.kostal_kwh,1.4000000000000001,2026-07-10T16:10:27.691Z
sensor.kostal_kwh,1.4040000000000001,2026-07-10T16:11:28.002Z
sensor.kostal_kwh,1.401,2026-07-10T16:12:28.341Z
sensor.kostal_kwh,1.3900000000000001,2026-07-10T16:13:28.721Z
sensor.kostal_kwh,1.3860000000000001,2026-07-10T16:14:29.036Z
sensor.kostal_kwh,1.383,2026-07-10T16:15:29.348Z
sensor.kostal_kwh,1.379,2026-07-10T16:16:29.698Z
sensor.kostal_kwh,1.369,2026-07-10T16:17:30.016Z
sensor.kostal_kwh,1.366,2026-07-10T16:18:30.432Z
sensor.kostal_kwh,1.361,2026-07-10T16:19:30.739Z
sensor.kostal_kwh,1.356,2026-07-10T16:20:31.044Z
sensor.kostal_kwh,1.349,2026-07-10T16:22:31.731Z
sensor.kostal_kwh,1.337,2026-07-10T16:23:32.052Z
sensor.kostal_kwh,1.345,2026-07-10T16:24:32.662Z
sensor.kostal_kwh,1.338,2026-07-10T16:25:32.975Z
sensor.kostal_kwh,1.33,2026-07-10T16:26:33.367Z
sensor.kostal_kwh,1.248,2026-07-10T16:27:33.676Z
sensor.kostal_kwh,1.108,2026-07-10T16:28:34.055Z
sensor.kostal_kwh,0.9530000000000001,2026-07-10T16:29:34.369Z
sensor.kostal_kwh,0.793,2026-07-10T16:30:34.683Z
sensor.kostal_kwh,0.635,2026-07-10T16:31:35.066Z
sensor.kostal_kwh,0.462,2026-07-10T16:32:35.378Z
sensor.kostal_kwh,0.293,2026-07-10T16:33:40.700Z
sensor.kostal_kwh,0.255,2026-07-10T16:34:41.047Z
sensor.kostal_kwh,0.176,2026-07-10T16:35:41.364Z
sensor.kostal_kwh,0.246,2026-07-10T16:36:41.770Z
sensor.kostal_kwh,0.211,2026-07-10T16:37:47.089Z
sensor.kostal_kwh,0.182,2026-07-10T16:38:47.398Z
sensor.kostal_kwh,0.17300000000000001,2026-07-10T16:39:47.807Z
sensor.kostal_kwh,0.17400000000000002,2026-07-10T16:40:48.127Z
sensor.kostal_kwh,0.17500000000000002,2026-07-10T16:41:48.466Z
sensor.kostal_kwh,0.162,2026-07-10T16:42:48.778Z
sensor.kostal_kwh,0.161,2026-07-10T16:43:49.126Z
sensor.kostal_kwh,0.162,2026-07-10T16:44:49.474Z
sensor.kostal_kwh,0.2,2026-07-10T16:45:49.789Z
sensor.kostal_kwh,0.278,2026-07-10T16:46:50.113Z
sensor.kostal_kwh,0.291,2026-07-10T16:47:50.528Z
sensor.kostal_kwh,0.289,2026-07-10T16:48:50.835Z
sensor.kostal_kwh,0.2,2026-07-10T16:49:51.187Z
sensor.kostal_kwh,0.162,2026-07-10T16:50:51.501Z
sensor.kostal_kwh,0.164,2026-07-10T16:51:51.809Z
sensor.kostal_kwh,0.182,2026-07-10T16:52:52.196Z
sensor.kostal_kwh,0.179,2026-07-10T16:53:52.512Z
sensor.kostal_kwh,0.163,2026-07-10T16:54:52.828Z
sensor.kostal_kwh,0.153,2026-07-10T16:55:58.262Z
sensor.kostal_kwh,0.145,2026-07-10T16:56:58.575Z
sensor.kostal_kwh,0.14300000000000002,2026-07-10T16:57:58.980Z
sensor.kostal_kwh,0.14200000000000002,2026-07-10T16:59:59.611Z
sensor.kostal_kwh,0.14100000000000001,2026-07-10T17:03:00.605Z
sensor.kostal_kwh,0.137,2026-07-10T17:05:01.284Z
sensor.kostal_kwh,0.132,2026-07-10T17:06:01.693Z
sensor.kostal_kwh,0.137,2026-07-10T17:07:02.005Z
sensor.kostal_kwh,0.138,2026-07-10T17:08:02.334Z
sensor.kostal_kwh,0.137,2026-07-10T17:09:02.682Z
sensor.kostal_kwh,0.135,2026-07-10T17:11:03.316Z
sensor.kostal_kwh,0.131,2026-07-10T17:12:03.692Z
sensor.kostal_kwh,0.138,2026-07-10T17:13:04.011Z
sensor.kostal_kwh,0.139,2026-07-10T17:15:09.719Z
sensor.kostal_kwh,0.129,2026-07-10T17:17:10.446Z
sensor.kostal_kwh,0.14,2026-07-10T17:18:10.754Z
sensor.kostal_kwh,0.14200000000000002,2026-07-10T17:19:11.057Z
sensor.kostal_kwh,0.14300000000000002,2026-07-10T17:21:18.118Z
sensor.kostal_kwh,0.14400000000000002,2026-07-10T17:22:17.139Z
sensor.kostal_kwh,0.14300000000000002,2026-07-10T17:23:17.453Z
sensor.kostal_kwh,0.146,2026-07-10T17:24:17.764Z
sensor.kostal_kwh,0.14400000000000002,2026-07-10T17:25:18.139Z
sensor.kostal_kwh,0.15,2026-07-10T17:26:18.445Z
sensor.kostal_kwh,0.148,2026-07-10T17:27:18.754Z
sensor.kostal_kwh,0.152,2026-07-10T17:28:19.168Z
sensor.kostal_kwh,0.154,2026-07-10T17:29:19.489Z
sensor.kostal_kwh,0.155,2026-07-10T17:30:19.867Z
sensor.kostal_kwh,0.156,2026-07-10T17:31:20.184Z
sensor.kostal_kwh,0.158,2026-07-10T17:32:20.497Z
sensor.kostal_kwh,0.159,2026-07-10T17:33:20.864Z
sensor.kostal_kwh,0.16,2026-07-10T17:34:21.190Z
sensor.kostal_kwh,0.161,2026-07-10T17:35:21.502Z
sensor.kostal_kwh,0.163,2026-07-10T17:37:22.206Z
sensor.kostal_kwh,0.162,2026-07-10T17:38:22.581Z
sensor.kostal_kwh,0.163,2026-07-10T17:39:22.894Z
sensor.kostal_kwh,0.164,2026-07-10T17:40:23.203Z
sensor.kostal_kwh,0.163,2026-07-10T17:43:24.221Z
sensor.kostal_kwh,0.158,2026-07-10T17:45:24.877Z
sensor.kostal_kwh,0.16,2026-07-10T17:46:25.248Z
sensor.kostal_kwh,0.159,2026-07-10T17:47:30.568Z
sensor.kostal_kwh,0.155,2026-07-10T17:48:30.880Z
sensor.kostal_kwh,0.154,2026-07-10T17:49:31.266Z
sensor.kostal_kwh,0.152,2026-07-10T17:50:31.581Z
sensor.kostal_kwh,0.15,2026-07-10T17:51:31.897Z
sensor.kostal_kwh,0.149,2026-07-10T17:52:32.288Z
sensor.kostal_kwh,0.148,2026-07-10T17:53:37.630Z
sensor.kostal_kwh,0.14300000000000002,2026-07-10T17:54:37.998Z
sensor.kostal_kwh,0.14200000000000002,2026-07-10T17:55:38.307Z
sensor.kostal_kwh,0.14,2026-07-10T17:56:38.625Z
sensor.kostal_kwh,0.139,2026-07-10T17:57:39.033Z
sensor.kostal_kwh,0.138,2026-07-10T17:58:44.352Z
