Zeit;Verbrauch
2014-08-30 00:00:00;0,0
2014-08-30 01:00:00;0,0
2014-08-30 02:00:00;0,0
2014-08-30 03:00:00;0,0
2014-08-30 04:00:00;0,0
2014-08-30 05:00:00;0,0
2014-08-30 06:00:00;0,0
2014-08-30 07:00:00;0,0
2014-08-30 08:00:00;0,0
2014-08-30 09:00:00;1,602
2014-08-30 10:00:00;1,776
2014-08-30 11:00:00;1,717
2014-08-30 12:00:00;1,468
2014-08-30 13:00:00;1,305
2014-08-30 14:00:00;1,353
2014-08-30 15:00:00;1,515
2014-08-30 16:00:00;1,531
2014-08-30 17:00:00;1,381
2014-08-30 18:00:00;1,013
2014-08-30 19:00:00;0,0
2014-08-30 20:00:00;0,0
2014-08-30 21:00:00;0,0
2014-08-30 22:00:00;0,0
2014-08-30 23:00:00;0,0
