Zeit;Verbrauch
2025-02-23 00:00:00;0,0
2025-02-23 01:00:00;0,0
2025-02-23 02:00:00;0,0
2025-02-23 03:00:00;0,0
2025-02-23 04:00:00;0,0
2025-02-23 05:00:00;0,0
2025-02-23 06:00:00;0,0
2025-02-23 07:00:00;0
2025-02-23 08:00:00;0,092
2025-02-23 09:00:00;0,13
2025-02-23 10:00:00;0,2
2025-02-23 11:00:00;0,6
2025-02-23 12:00:00;1,24
2025-02-23 13:00:00;0,93
2025-02-23 14:00:00;0,73
2025-02-23 15:00:00;0,49
2025-02-23 16:00:00;0,29
2025-02-23 17:00:00;0,03
2025-02-23 18:00:00;0,0
2025-02-23 19:00:00;0,0
2025-02-23 20:00:00;0,0
2025-02-23 21:00:00;0,0
2025-02-23 22:00:00;0,0
2025-02-23 23:00:00;0,0
