Zeit;Verbrauch
2025-08-23 00:00:00;0,0
2025-08-23 01:00:00;0,0
2025-08-23 02:00:00;0,0
2025-08-23 03:00:00;0,0
2025-08-23 04:00:00;0,0
2025-08-23 05:00:00;0
2025-08-23 06:00:00;0,188
2025-08-23 07:00:00;0,37
2025-08-23 08:00:00;0,25
2025-08-23 09:00:00;0,82
2025-08-23 10:00:00;1,21
2025-08-23 11:00:00;1,33
2025-08-23 12:00:00;1,47
2025-08-23 13:00:00;1,68
2025-08-23 14:00:00;1,72
2025-08-23 15:00:00;1,53
2025-08-23 16:00:00;1,02
2025-08-23 17:00:00;0,28
2025-08-23 18:00:00;0,14
2025-08-23 19:00:00;0,0
2025-08-23 20:00:00;0,0
2025-08-23 21:00:00;0,0
2025-08-23 22:00:00;0,0
2025-08-23 23:00:00;0,0
