Zeit;Verbrauch
2020-02-22 00:00:00;0,0
2020-02-22 01:00:00;0,0
2020-02-22 02:00:00;0,0
2020-02-22 03:00:00;0,0
2020-02-22 04:00:00;0,0
2020-02-22 05:00:00;0,0
2020-02-22 06:00:00;0,0
2020-02-22 07:00:00;0,0
2020-02-22 08:00:00;0,0
2020-02-22 09:00:00;1,166
2020-02-22 10:00:00;1,293
2020-02-22 11:00:00;1,25
2020-02-22 12:00:00;1,069
2020-02-22 13:00:00;0,95
2020-02-22 14:00:00;0,985
2020-02-22 15:00:00;1,102
2020-02-22 16:00:00;1,114
2020-02-22 17:00:00;1,005
2020-02-22 18:00:00;0,737
2020-02-22 19:00:00;0,0
2020-02-22 20:00:00;0,0
2020-02-22 21:00:00;0,0
2020-02-22 22:00:00;0,0
2020-02-22 23:00:00;0,0
