Zeit;Verbrauch
2016-12-02 00:00:00;0,0
2016-12-02 01:00:00;0,0
2016-12-02 02:00:00;0,0
2016-12-02 03:00:00;0,0
2016-12-02 04:00:00;0,0
2016-12-02 05:00:00;0,0
2016-12-02 06:00:00;0,0
2016-12-02 07:00:00;0,0
2016-12-02 08:00:00;0,0
2016-12-02 09:00:00;0,632
2016-12-02 10:00:00;0,7
2016-12-02 11:00:00;0,677
2016-12-02 12:00:00;0,579
2016-12-02 13:00:00;0,515
2016-12-02 14:00:00;0,533
2016-12-02 15:00:00;0,597
2016-12-02 16:00:00;0,604
2016-12-02 17:00:00;0,544
2016-12-02 18:00:00;0,399
2016-12-02 19:00:00;0,0
2016-12-02 20:00:00;0,0
2016-12-02 21:00:00;0,0
2016-12-02 22:00:00;0,0
2016-12-02 23:00:00;0,0
