Zeit;Verbrauch
2025-05-23 00:00:00;0,0
2025-05-23 01:00:00;0,0
2025-05-23 02:00:00;0,0
2025-05-23 03:00:00;0,0
2025-05-23 04:00:00;0
2025-05-23 05:00:00;0,144
2025-05-23 06:00:00;0,26
2025-05-23 07:00:00;0,89
2025-05-23 08:00:00;1,96
2025-05-23 09:00:00;0,96
2025-05-23 10:00:00;1,85
2025-05-23 11:00:00;2,1
2025-05-23 12:00:00;3,12
2025-05-23 13:00:00;1,29
2025-05-23 14:00:00;1,91
2025-05-23 15:00:00;2,09
2025-05-23 16:00:00;0,82
2025-05-23 17:00:00;0,36
2025-05-23 18:00:00;0,33
2025-05-23 19:00:00;0,04
2025-05-23 20:00:00;0,0
2025-05-23 21:00:00;0,0
2025-05-23 22:00:00;0,0
2025-05-23 23:00:00;0,0
