Zeit;Verbrauch
2025-05-21 00:00:00;0,0
2025-05-21 01:00:00;0,0
2025-05-21 02:00:00;0,0
2025-05-21 03:00:00;0,0
2025-05-21 04:00:00;0
2025-05-21 05:00:00;0
2025-05-21 06:00:00;0,06
2025-05-21 07:00:00;0,14
2025-05-21 08:00:00;0,2
2025-05-21 09:00:00;0,41
2025-05-21 10:00:00;0,74
2025-05-21 11:00:00;1,19
2025-05-21 12:00:00;2,16
2025-05-21 13:00:00;2,56
2025-05-21 14:00:00;0,68
2025-05-21 15:00:00;0,45
2025-05-21 16:00:00;0,6
2025-05-21 17:00:00;0,58
2025-05-21 18:00:00;0,08
2025-05-21 19:00:00;0,04
2025-05-21 20:00:00;0,0
2025-05-21 21:00:00;0,0
2025-05-21 22:00:00;0,0
2025-05-21 23:00:00;0,0
