Zeit;Verbrauch
2017-03-05 00:00:00;0,0
2017-03-05 01:00:00;0,0
2017-03-05 02:00:00;0,0
2017-03-05 03:00:00;0,0
2017-03-05 04:00:00;0,0
2017-03-05 05:00:00;0,0
2017-03-05 06:00:00;0,0
2017-03-05 07:00:00;0,0
2017-03-05 08:00:00;0,0
2017-03-05 09:00:00;1,428
2017-03-05 10:00:00;1,583
2017-03-05 11:00:00;1,531
2017-03-05 12:00:00;1,309
2017-03-05 13:00:00;1,164
2017-03-05 14:00:00;1,206
2017-03-05 15:00:00;1,35
2017-03-05 16:00:00;1,365
2017-03-05 17:00:00;1,231
2017-03-05 18:00:00;0,903
2017-03-05 19:00:00;0,0
2017-03-05 20:00:00;0,0
2017-03-05 21:00:00;0,0
2017-03-05 22:00:00;0,0
2017-03-05 23:00:00;0,0
