Zeit;Verbrauch
2021-05-18 04:00:00;0,018
2021-05-18 05:00:00;0,129
2021-05-18 06:00:00;0,45
2021-05-18 07:00:00;0,689
2021-05-18 08:00:00;1,079
2021-05-18 09:00:00;0,587
2021-05-18 10:00:00;1,315
2021-05-18 11:00:00;1,154
2021-05-18 12:00:00;1,731
2021-05-18 13:00:00;0,879
2021-05-18 14:00:00;1,034
2021-05-18 15:00:00;1,969
2021-05-18 16:00:00;0,666
2021-05-18 17:00:00;0,265
2021-05-18 18:00:00;0,035
