Zeit;Verbrauch
2022-02-06 07:00:00;0,098
2022-02-06 08:00:00;0,272
2022-02-06 09:00:00;1,521
2022-02-06 10:00:00;1,406
2022-02-06 11:00:00;0,726
2022-02-06 12:00:00;0,368
2022-02-06 13:00:00;0,242
2022-02-06 14:00:00;0,195
2022-02-06 15:00:00;0,083
