Zeit;Verbrauch
2021-11-06 06:00:00;0,031
2021-11-06 07:00:00;0,09
2021-11-06 08:00:00;0,769
2021-11-06 09:00:00;2,036
2021-11-06 10:00:00;1,686
2021-11-06 11:00:00;1,39
2021-11-06 12:00:00;1,045
2021-11-06 13:00:00;0,874
2021-11-06 14:00:00;0,472
2021-11-06 15:00:00;0,035
