Zeit;Verbrauch
2025-09-27 00:00:00;0,0
2025-09-27 01:00:00;0,0
2025-09-27 02:00:00;0,0
2025-09-27 03:00:00;0,0
2025-09-27 04:00:00;0,0
2025-09-27 05:00:00;0,0
2025-09-27 06:00:00;0
2025-09-27 07:00:00;0,14
2025-09-27 08:00:00;0,29
2025-09-27 09:00:00;0,39
2025-09-27 10:00:00;0,51
2025-09-27 11:00:00;0,78
2025-09-27 12:00:00;0,88
2025-09-27 13:00:00;0,59
2025-09-27 14:00:00;0,87
2025-09-27 15:00:00;0,9
2025-09-27 16:00:00;0,33
2025-09-27 17:00:00;0,02
2025-09-27 18:00:00;0,0
2025-09-27 19:00:00;0,0
2025-09-27 20:00:00;0,0
2025-09-27 21:00:00;0,0
2025-09-27 22:00:00;0,0
2025-09-27 23:00:00;0,0
