Zeit;Verbrauch
2025-09-08 00:00:00;0,0
2025-09-08 01:00:00;0,0
2025-09-08 02:00:00;0,0
2025-09-08 03:00:00;0,0
2025-09-08 04:00:00;0,0
2025-09-08 05:00:00;0
2025-09-08 06:00:00;0,096
2025-09-08 07:00:00;0,46
2025-09-08 08:00:00;0,71
2025-09-08 09:00:00;1,81
2025-09-08 10:00:00;2,71
2025-09-08 11:00:00;1,85
2025-09-08 12:00:00;1,54
2025-09-08 13:00:00;1,25
2025-09-08 14:00:00;0,82
2025-09-08 15:00:00;0,68
2025-09-08 16:00:00;0,56
2025-09-08 17:00:00;0,14
2025-09-08 18:00:00;0,02
2025-09-08 19:00:00;0,0
2025-09-08 20:00:00;0,0
2025-09-08 21:00:00;0,0
2025-09-08 22:00:00;0,0
2025-09-08 23:00:00;0,0
