Zeit;Verbrauch
2013-10-20 00:00:00;0,0
2013-10-20 01:00:00;0,0
2013-10-20 02:00:00;0,0
2013-10-20 03:00:00;0,0
2013-10-20 04:00:00;0,0
2013-10-20 05:00:00;0,0
2013-10-20 06:00:00;0,0
2013-10-20 07:00:00;0,0
2013-10-20 08:00:00;0,0
2013-10-20 09:00:00;0,669
2013-10-20 10:00:00;0,741
2013-10-20 11:00:00;0,717
2013-10-20 12:00:00;0,613
2013-10-20 13:00:00;0,545
2013-10-20 14:00:00;0,565
2013-10-20 15:00:00;0,632
2013-10-20 16:00:00;0,639
2013-10-20 17:00:00;0,576
2013-10-20 18:00:00;0,423
2013-10-20 19:00:00;0,0
2013-10-20 20:00:00;0,0
2013-10-20 21:00:00;0,0
2013-10-20 22:00:00;0,0
2013-10-20 23:00:00;0,0
