Zeit;Verbrauch
2022-11-04 06:00:00;0,023
2022-11-04 07:00:00;0,102
2022-11-04 08:00:00;0,236
2022-11-04 09:00:00;0,455
2022-11-04 10:00:00;0,683
2022-11-04 11:00:00;1,316
2022-11-04 12:00:00;0,733
2022-11-04 13:00:00;0,46
2022-11-04 14:00:00;0,283
2022-11-04 15:00:00;0,032
