Zeit;Verbrauch
2026-04-11 00:00:00;0,0
2026-04-11 01:00:00;0,0
2026-04-11 02:00:00;0,0
2026-04-11 03:00:00;0,0
2026-04-11 04:00:00;0,0
2026-04-11 05:00:00;0
2026-04-11 06:00:00;0,332
2026-04-11 07:00:00;0,083
2026-04-11 08:00:00;1,195
2026-04-11 09:00:00;2,78
2026-04-11 10:00:00;2,91
2026-04-11 11:00:00;2,81
2026-04-11 12:00:00;3,08
2026-04-11 13:00:00;2,53
2026-04-11 14:00:00;1,93
2026-04-11 15:00:00;1,46
2026-04-11 16:00:00;1,02
2026-04-11 17:00:00;0,25
2026-04-11 18:00:00;0,07
2026-04-11 19:00:00;0,0
2026-04-11 20:00:00;0,0
2026-04-11 21:00:00;0,0
2026-04-11 22:00:00;0,0
2026-04-11 23:00:00;0,0
