Zeit;Verbrauch
2022-03-24 05:00:00;0,041
2022-03-24 06:00:00;0,128
2022-03-24 07:00:00;0,202
2022-03-24 08:00:00;1,144
2022-03-24 09:00:00;2,369
2022-03-24 10:00:00;2,49
2022-03-24 11:00:00;2,558
2022-03-24 12:00:00;2,19
2022-03-24 13:00:00;1,62
2022-03-24 14:00:00;1,294
2022-03-24 15:00:00;0,794
2022-03-24 16:00:00;0,123
2022-03-24 17:00:00;0,031
