Zeit;Verbrauch
2017-04-03 00:00:00;0,0
2017-04-03 01:00:00;0,0
2017-04-03 02:00:00;0,0
2017-04-03 03:00:00;0,0
2017-04-03 04:00:00;0,0
2017-04-03 05:00:00;0,0
2017-04-03 06:00:00;0,0
2017-04-03 07:00:00;0,0
2017-04-03 08:00:00;0,0
2017-04-03 09:00:00;1,998
2017-04-03 10:00:00;2,216
2017-04-03 11:00:00;2,143
2017-04-03 12:00:00;1,832
2017-04-03 13:00:00;1,628
2017-04-03 14:00:00;1,688
2017-04-03 15:00:00;1,89
2017-04-03 16:00:00;1,91
2017-04-03 17:00:00;1,722
2017-04-03 18:00:00;1,263
2017-04-03 19:00:00;0,0
2017-04-03 20:00:00;0,0
2017-04-03 21:00:00;0,0
2017-04-03 22:00:00;0,0
2017-04-03 23:00:00;0,0
