Zeit;Verbrauch
2021-04-09 04:00:00;0,01
2021-04-09 05:00:00;0,131
2021-04-09 06:00:00;0,421
2021-04-09 07:00:00;0,739
2021-04-09 08:00:00;1,739
2021-04-09 09:00:00;2,622
2021-04-09 10:00:00;2,004
2021-04-09 11:00:00;1,918
2021-04-09 12:00:00;1,485
2021-04-09 13:00:00;1,754
2021-04-09 14:00:00;1,367
2021-04-09 15:00:00;1,167
2021-04-09 16:00:00;0,154
2021-04-09 17:00:00;0,054
