Zeit;Verbrauch
2023-04-28 00:00:00;0,0
2023-04-28 01:00:00;0,0
2023-04-28 02:00:00;0,0
2023-04-28 03:00:00;0,0
2023-04-28 04:00:00;0,0
2023-04-28 06:00:00;0
2023-04-28 07:00:00;0,026
2023-04-28 08:00:00;0,04
2023-04-28 09:00:00;0,07
2023-04-28 10:00:00;0,18
2023-04-28 11:00:00;0,33
2023-04-28 12:00:00;0,4
2023-04-28 13:00:00;0,85
2023-04-28 14:00:00;0,63
2023-04-28 15:00:00;0,78
2023-04-28 16:00:00;0,35
2023-04-28 17:00:00;0,27
2023-04-28 18:00:00;0,1
2023-04-28 19:00:00;0,0
2023-04-28 20:00:00;0,0
2023-04-28 21:00:00;0,0
2023-04-28 22:00:00;0,0
2023-04-28 23:00:00;0,0
