Zeit;Verbrauch
2023-04-05 00:00:00;0,0
2023-04-05 01:00:00;0,0
2023-04-05 02:00:00;0,0
2023-04-05 03:00:00;0,0
2023-04-05 04:00:00;0,0
2023-04-05 05:00:00;0
2023-04-05 06:00:00;0,051
2023-04-05 07:00:00;0,17
2023-04-05 08:00:00;0,28
2023-04-05 09:00:00;1,33
2023-04-05 10:00:00;2,92
2023-04-05 11:00:00;2,74
2023-04-05 12:00:00;2,93
2023-04-05 13:00:00;2,53
2023-04-05 14:00:00;2,06
2023-04-05 15:00:00;1,36
2023-04-05 16:00:00;1,16
2023-04-05 17:00:00;0,12
2023-04-05 18:00:00;0,05
2023-04-05 19:00:00;0,0
2023-04-05 20:00:00;0,0
2023-04-05 21:00:00;0,0
2023-04-05 22:00:00;0,0
2023-04-05 23:00:00;0,0
