Zeit;Verbrauch
2023-07-01 00:00:00;0,0
2023-07-01 01:00:00;0,0
2023-07-01 02:00:00;0,0
2023-07-01 03:00:00;0,0
2023-07-01 04:00:00;0
2023-07-01 05:00:00;0,059
2023-07-01 06:00:00;0,046
2023-07-01 07:00:00;0,197
2023-07-01 08:00:00;0,63
2023-07-01 09:00:00;0,455
2023-07-01 10:00:00;0,346
2023-07-01 11:00:00;4,007
2023-07-01 12:00:00;2,5
2023-07-01 13:00:00;2,04
2023-07-01 14:00:00;1,69
2023-07-01 15:00:00;1,18
2023-07-01 16:00:00;0,61
2023-07-01 17:00:00;0,41
2023-07-01 18:00:00;0,11
2023-07-01 19:00:00;0,02
2023-07-01 20:00:00;0,0
2023-07-01 21:00:00;0,0
2023-07-01 22:00:00;0,0
2023-07-01 23:00:00;0,0
