Zeit;Verbrauch
2017-05-14 00:00:00;0,0
2017-05-14 01:00:00;0,0
2017-05-14 02:00:00;0,0
2017-05-14 03:00:00;0,0
2017-05-14 04:00:00;0,0
2017-05-14 05:00:00;0,0
2017-05-14 06:00:00;0,0
2017-05-14 07:00:00;0,0
2017-05-14 08:00:00;0,0
2017-05-14 09:00:00;1,829
2017-05-14 10:00:00;2,028
2017-05-14 11:00:00;1,961
2017-05-14 12:00:00;1,676
2017-05-14 13:00:00;1,49
2017-05-14 14:00:00;1,545
2017-05-14 15:00:00;1,73
2017-05-14 16:00:00;1,748
2017-05-14 17:00:00;1,576
2017-05-14 18:00:00;1,156
2017-05-14 19:00:00;0,0
2017-05-14 20:00:00;0,0
2017-05-14 21:00:00;0,0
2017-05-14 22:00:00;0,0
2017-05-14 23:00:00;0,0
